Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S21_Magnitude,S21_Phase,S22_Magnitude,S22_Phase,
4790596798,-2.924589206,135.040745,-36.2065897,55.64700039,-20.01987796,15.03092646,-25.20461871,-173.8161332,
4793597798,-2.890737879,134.2807583,-36.2920099,59.12225056,-20.15468703,13.57287097,-25.4706172,-172.5692778,
4796598799,-2.938952142,133.8067959,-36.21416275,63.46106917,-20.17316268,12.65409164,-25.82351643,-172.3562904,
4799599799,-2.927307872,133.3361043,-36.58267264,68.48550071,-20.18210426,11.49606313,-26.02584665,-171.9888013,
4802600800,-2.913922111,132.7600203,-36.90828197,67.43418781,-20.21559026,10.83324484,-26.36744241,-172.8654017,
4805601800,-2.907387398,132.1682428,-37.479209,67.4382581,-20.21226633,10.11324627,-26.59967567,-174.2567262,
4808602801,-2.886836335,131.6927466,-38.13447495,65.18840607,-20.28300109,9.488501457,-26.87246671,-174.4123333,
4811603801,-2.896695044,131.2189844,-38.36059782,65.67468557,-20.24028959,9.031592001,-26.95845633,-174.6731262,
4814604802,-2.862693155,130.8323881,-39.04915682,60.15321972,-20.26209866,8.591743348,-27.51385089,-177.2781615,
4817605802,-2.852690194,130.3681145,-39.34787766,57.03339369,-20.32673652,8.395681203,-27.51473061,179.5551097,
4820606803,-2.813045211,129.6937129,-40.71691119,49.57041801,-20.34241896,7.732863552,-27.49247918,177.0277231,
4823607803,-2.779584039,129.2309395,-40.19406861,42.57698186,-20.33104086,7.343436162,-27.52927306,174.5754125,
4826608804,-2.780245498,128.8565468,-40.2629346,32.18949227,-20.25373897,6.854849409,-27.46746555,172.2831859,
4829609804,-2.747420077,128.2505946,-42.17660612,19.54058602,-20.28858586,6.280429768,-27.30314946,170.1581273,
4832610805,-2.751235346,127.8772988,-42.59646906,7.350788634,-20.30504217,5.906594474,-26.98363389,167.2337781,
4835611805,-2.724340321,127.4644982,-43.17065932,-4.252868069,-20.23891038,5.825531133,-26.76030433,165.983152,
4838612806,-2.703238574,127.0831359,-42.12771194,-19.28720491,-20.23944795,5.178536389,-26.34191345,165.4705157,
4841613806,-2.682422679,126.8026393,-41.24909912,-32.36810729,-20.23291289,4.782736697,-25.98575316,164.9767021,
4844614807,-2.657330936,126.5323064,-40.66028949,-44.27205984,-20.24334933,3.858801197,-25.5948746,165.3472506,
4847615807,-2.656723713,126.2386007,-39.48041573,-41.28535018,-20.18091249,2.903891779,-25.23332574,165.0427456,
4850616808,-2.631177388,126.0192117,-39.36760458,-45.93016307,-20.13293916,1.644701838,-24.95615485,166.0893573,
4853617808,-2.642212407,125.7677405,-38.63081442,-39.79995671,-20.14393032,0.9957534519,-24.5956379,166.6134184,
4856618809,-2.646812292,125.4273363,-38.16277433,-40.25781927,-20.0436935,0.05019068081,-24.30997136,168.1848806,
4859619809,-2.614921888,125.3573802,-38.10861954,-38.08043165,-20.04819972,-1.288426395,-24.08176646,169.2197883,
4862620810,-2.626422706,125.0840922,-38.21326388,-31.66373544,-20.02405526,-2.695241618,-23.92170844,170.7482713,
4865621810,-2.625449183,124.9342965,-38.44374064,-29.55126191,-19.893949,-3.653180313,-23.74510544,172.9657037,
4868622811,-2.669071853,124.7395323,-38.33227762,-24.73941428,-19.88959399,-5.299881571,-23.68784786,174.2708015,
4871623811,-2.699353121,124.7189036,-38.26481536,-20.35165443,-19.87266209,-6.919065126,-23.53683414,176.2431977,
4874624812,-2.715061904,124.4785426,-37.80007441,-14.78193516,-19.83263377,-7.953304569,-23.54945295,178.5461442,
4877625812,-2.728171439,124.3802958,-37.89444996,-8.268022551,-19.75039495,-9.285800704,-23.65915172,-179.436484,
4880626813,-2.763142769,123.8707147,-37.91256506,-4.84360727,-19.76943455,-11.09969907,-23.78944761,-178.1850914,
4883627813,-2.765153606,123.5879619,-38.00447273,1.493392469,-19.72162138,-11.82182579,-24.01633919,-177.4458824,
4886628814,-2.777025132,123.269873,-37.70544305,7.76103891,-19.66177911,-12.91691676,-24.08338658,-176.7777458,
4889629814,-2.819841781,122.852423,-37.72768304,14.23316277,-19.65691443,-13.44265203,-24.15452272,-175.5142036,
4892630815,-2.813418794,122.3839338,-37.39181555,17.55924929,-19.68703301,-14.63347588,-24.32504213,-174.7254579,
4895631815,-2.821450787,121.7295359,-37.68956879,23.65408337,-19.63372727,-15.24181692,-24.47273158,-173.6123673,
4898632816,-2.838328696,121.2384658,-38.2727669,24.10460314,-19.69563339,-16.03322468,-24.65001136,-171.8624459,
4901633816,-2.844383184,120.6962775,-38.22806274,21.77162917,-19.70842225,-16.82335932,-24.95702084,-171.3328231,
4904634817,-2.84889955,120.1420035,-37.79773215,21.69825665,-19.75812555,-17.05247774,-25.25739643,-170.793094,
4907635817,-2.841431785,119.5552039,-38.68488248,24.08076555,-19.75420728,-17.5700029,-25.48247137,-170.1661615,
4910636818,-2.83764433,118.9857477,-38.49640463,26.36778096,-19.79927771,-18.39704153,-25.91222046,-170.697683,
4913637818,-2.830492357,118.5060225,-39.43517516,19.30736511,-19.91731896,-18.9682769,-26.24245895,-171.2080504,
4916638819,-2.814385236,118.0929745,-39.13242424,14.16799169,-19.8959072,-19.03061161,-26.49442686,-172.0731528,
4919639819,-2.794988147,117.4519442,-39.64236128,15.02709986,-19.97326206,-19.87321486,-26.74175116,-173.9491409,
4922640820,-2.791854619,116.8169524,-40.09458889,2.062695483,-20.03165676,-20.54919223,-26.96261971,-175.9142763,
4925641820,-2.782203177,116.6453994,-40.38800152,-6.485296992,-20.05475124,-21.04587708,-27.10420682,-178.4462933,
4928642821,-2.769070192,116.0666922,-42.25571161,-13.8880362,-20.07879964,-21.75743249,-27.18836016,-179.6863611,
4931643821,-2.737753465,115.4918033,-41.38327745,-21.58235453,-20.06594274,-22.68095039,-27.30345196,176.3933174,
4934644822,-2.762329622,115.0120934,-41.55658708,-36.68440439,-20.10441478,-23.16857368,-27.21923913,174.7295859,
4937645822,-2.759345697,114.5894559,-41.53316154,-51.94370264,-20.0846483,-24.21962411,-27.00051898,172.5050333,
4940646823,-2.747196431,114.1644598,-40.30930523,-61.18383316,-20.07834578,-25.28455842,-26.90656054,170.0325315,
4943647823,-2.718955808,113.7883599,-40.21481993,-62.72555768,-19.98118132,-26.01925126,-26.53668761,169.6233365,
4946648824,-2.710196133,113.5029592,-39.25016785,-62.23462276,-19.89056085,-26.86781198,-26.11745406,168.0587874,
4949649824,-2.694706874,113.3514691,-38.3090651,-66.44496394,-19.81069489,-28.17493006,-25.95851422,166.7309582,
4952650825,-2.698111206,113.0334813,-38.14268447,-65.62997157,-19.77034266,-28.93177195,-25.73925379,166.1646807,
4955651825,-2.710211682,112.9224258,-37.90630641,-69.85377819,-19.61173514,-30.514692,-25.22535718,167.5031438,
4958652826,-2.758080893,112.4261602,-37.96446479,-62.31689882,-19.54024915,-31.69868952,-25.01267268,167.1964784,
4961653826,-2.756323482,112.4433108,-37.89502128,-63.67110693,-19.4599052,-32.29979047,-24.68046316,168.2344808,
4964654827,-2.753272895,112.2829883,-37.47812615,-55.00568052,-19.34355538,-33.38836654,-24.44015472,169.3450951,
4967655827,-2.807005184,111.9389672,-37.46697754,-54.54422698,-19.27918328,-34.41292808,-24.17627432,169.9917704,
4970656828,-2.783072434,111.600708,-37.86165368,-48.06782838,-19.23416415,-35.23681588,-24.07660915,171.4589346,
4973657828,-2.831917074,111.4646014,-37.60357001,-45.10120264,-19.12824241,-36.7238637,-23.92199527,173.6089769,
4976658829,-2.886338509,111.0829011,-37.51762856,-41.40216395,-19.16196565,-37.36421969,-23.95484798,174.7458455,
4979659829,-2.893596648,110.6082419,-37.27132463,-32.32712787,-19.05174743,-38.85602961,-23.93414148,176.2529748,
4982660830,-2.929680612,110.5916991,-37.33015982,-29.92395319,-19.06109504,-39.73659912,-24.03172282,177.4632294,
4985661830,-2.960542858,109.9794093,-37.44519986,-24.6648794,-19.01996954,-40.42603968,-24.11232577,178.4940751,
4988662831,-2.992378672,109.4785398,-37.37683215,-23.5974406,-19.09480547,-41.80321417,-24.11086138,178.9278895,
4991663831,-3.033402902,109.0280071,-37.27210327,-17.82805789,-19.14379219,-42.49351549,-24.17734818,-179.5778468,
4994664832,-3.061712166,108.605075,-37.17263395,-12.93965554,-19.19617492,-43.35938908,-24.19363527,-178.6423652,
4997665832,-3.069682662,108.0120539,-37.50773159,-14.42195827,-19.21259451,-44.60079821,-24.33474784,-176.9656102,
5000666833,-3.084724024,107.3028379,-37.77941451,-11.25741757,-19.25044689,-45.76983128,-24.50154094,-175.7027358,
5003667833,-3.084997787,106.6170621,-37.64296408,-11.74040331,-19.31080089,-46.71117248,-24.73260428,-174.7431852,
5006668834,-3.105607789,105.8588572,-37.91781989,-10.34281539,-19.37656775,-47.81101294,-24.96022731,-173.6472135,
5009669834,-3.107874525,105.3110475,-37.59851346,-14.40251107,-19.4185919,-48.59535843,-25.1966214,-173.4668945,
5012670835,-3.100315536,104.7980652,-37.98834812,-15.44926336,-19.48381303,-49.80040174,-25.53005598,-172.763923,
5015671835,-3.105629252,104.3547462,-37.7090944,-15.12829323,-19.47871463,-50.29724607,-25.80683886,-172.8428738,
5018672836,-3.090233277,103.8139042,-38.20205674,-23.3841757,-19.53544095,-51.62300854,-26.16867063,-173.6124818,
5021673836,-3.093595483,103.3355874,-38.51065737,-27.89293051,-19.5405891,-51.98544283,-26.59378559,-175.1487732,
5024674837,-3.092050041,102.8383146,-38.32474182,-34.62105186,-19.60096433,-52.98960115,-26.78255687,-175.8112739,
5027675837,-3.082415245,102.4621027,-39.85432484,-43.67250517,-19.53886568,-53.92538511,-27.00378872,-179.0393202,
5030676838,-3.061174871,101.9465119,-39.10475401,-57.08398926,-19.56389697,-54.75604353,-27.27831067,179.3277179,
5033677838,-3.067868826,101.3407456,-40.1560412,-66.96240112,-19.51254639,-55.25545336,-27.12475841,177.2286248,
5036678839,-3.06851092,100.9384365,-39.02139418,-74.87511228,-19.43062548,-56.27918516,-27.37175289,175.1601272,
5039679839,-3.091615127,100.5664176,-39.22217912,-77.85801285,-19.35259793,-56.93264186,-27.12719255,172.0176312,
5042680840,-3.084970102,100.2681104,-38.76411508,-85.40657248,-19.26431225,-57.05704496,-27.11230449,169.4909703,
5045681840,-3.079922787,100.0138315,-37.88540408,-85.52887486,-19.25293285,-57.78337813,-26.72085475,165.9833146,
5048682841,-3.102381369,99.88204852,-37.47587388,-87.62082901,-19.16255198,-58.49899156,-26.44910226,166.9091279,
5051683841,-3.108044207,99.39376352,-37.46216281,-89.44303631,-19.08009148,-59.36683786,-26.09853526,163.7668341,
5054684842,-3.139114007,99.24234489,-37.26490278,-90.54167024,-19.00435231,-60.00428852,-25.90868891,163.2899803,
5057685842,-3.174846068,98.94576602,-37.12730999,-89.9321051,-18.94117647,-60.70802815,-25.52641735,163.2394268,
5060686843,-3.189685901,98.92398611,-36.96478136,-88.45256951,-18.89896604,-61.5274905,-25.30257711,165.0253591,
5063687843,-3.20917555,98.78639255,-36.45165514,-82.75658044,-18.80013057,-61.98954977,-24.91726199,163.842855,
5066688844,-3.264953037,98.50720431,-36.81140367,-81.78276358,-18.74090125,-63.22936994,-24.78874433,166.1868838,
5069689844,-3.266248364,98.17507006,-36.45985625,-77.99984826,-18.70811515,-64.68143387,-24.26675151,166.9070592,
5072690845,-3.295850912,98.00987691,-36.46497776,-75.43842974,-18.65951156,-65.90489956,-24.16704717,168.8391837,
5075691845,-3.320789723,97.74619918,-36.69395188,-70.99250223,-18.59442996,-66.7006206,-24.09127265,170.1682398,
5078692846,-3.384666634,97.25244666,-36.79534108,-65.94636135,-18.59575478,-68.25926795,-24.07874248,171.6829658,
5081693846,-3.446271387,97.0566457,-36.43056099,-61.03080824,-18.6084892,-69.83162538,-23.96357155,173.3523555,
5084694847,-3.496280128,96.40935111,-36.86832673,-58.62012513,-18.53614707,-71.28146487,-23.97363209,175.0077996,
5087695847,-3.526276901,95.98997001,-36.78448865,-52.90196621,-18.56751362,-72.70498542,-24.06255869,176.2565025,
5090696848,-3.57656862,95.33815653,-36.69122158,-50.99125517,-18.57180501,-74.02209281,-24.21904514,177.070338,
5093697848,-3.609822482,94.78530133,-36.44628946,-50.31504147,-18.58894977,-75.56034774,-24.28279276,177.9878833,
5096698849,-3.643500872,94.38507085,-36.53883454,-48.18020984,-18.64669712,-76.73236215,-24.42093423,179.0553347,
5099699849,-3.671300651,93.75670085,-36.39746899,-46.66608301,-18.62368998,-78.28242703,-24.50199245,-179.9658732,
5102700850,-3.690505439,92.99535789,-36.29612098,-47.25067868,-18.60832924,-79.33277394,-24.6219212,-179.5938772,
5105701850,-3.710774662,92.60959617,-36.13187573,-46.34299988,-18.66279743,-80.16221911,-24.86767851,-178.4836422,
5108702851,-3.713718506,92.02893338,-36.15570171,-45.42884182,-18.68453479,-80.84151656,-25.14463782,-178.1631487,
5111703851,-3.742635279,91.39216151,-36.62251266,-51.45590293,-18.63775533,-82.56176182,-25.25084729,-177.8542832,
5114704852,-3.727735602,90.91755524,-36.97156512,-53.96680229,-18.69444496,-83.54077595,-25.65964763,-178.287011,
5117705852,-3.726622072,90.38881809,-36.79864858,-56.47060483,-18.73891765,-84.11812833,-25.8827688,-178.7963524,
5120706853,-3.731505201,89.89266352,-36.92392975,-63.54285578,-18.75262881,-85.08591971,-26.16624027,-178.4873545,
5123707853,-3.75631653,89.52052111,-36.96818999,-68.85754215,-18.75920915,-85.76586151,-26.37726757,178.8804382,
5126708854,-3.735311577,89.06100982,-37.01298963,-73.69789295,-18.75317512,-86.69423657,-26.62681434,177.1830607,
5129709854,-3.743142865,88.61480998,-37.43975418,-83.70255055,-18.73397677,-87.19169799,-27.23835741,176.1104809,
5132710855,-3.742022365,88.04045707,-37.13280479,-93.22625012,-18.76316761,-87.88602195,-27.15365693,173.7294607,
5135711855,-3.800891138,87.71487445,-37.12506882,-99.50196487,-18.74379514,-88.37558335,-26.79335103,172.8951763,
5138712856,-3.823289288,87.30853096,-37.14921668,-108.0996009,-18.68885219,-89.07808817,-26.82419013,168.4561904,
5141713856,-3.817688864,87.14278098,-37.08795364,-110.8365947,-18.7037522,-89.84407663,-26.68031213,166.7038839,
5144714857,-3.838715272,86.76763435,-36.92152767,-113.5559425,-18.70048191,-90.30519569,-26.30090342,164.5672309,
5147715857,-3.87202291,86.72748239,-36.60078657,-117.1134247,-18.62187486,-91.10142378,-26.08380381,162.211731,
5150716858,-3.89708417,86.33565343,-36.60408127,-120.7853165,-18.60459959,-91.64014073,-25.74148001,160.5062274,
5153717858,-3.935963573,86.19181036,-36.53391223,-120.5940745,-18.45181083,-93.00913439,-25.41929989,160.928665,
5156718859,-3.979602914,86.14053759,-36.59046739,-122.3972485,-18.4734593,-93.55748023,-25.08409419,160.9915368,
5159719859,-4.00088909,85.85039103,-36.17170119,-119.0678992,-18.45058578,-94.86760662,-24.67528389,160.8873678,
5162720860,-4.051955857,85.56435995,-36.05495568,-118.6791993,-18.32509884,-95.52438917,-24.28212736,162.2386249,
5165721860,-4.073126265,85.5062447,-36.02331171,-112.618498,-18.23355983,-97.05389138,-23.86771384,162.3723887,
5168722861,-4.160972411,85.21932824,-35.93002143,-113.6715003,-18.20327023,-98.31538593,-23.63667799,163.0345773,
5171723861,-4.230782639,85.06611961,-36.18534516,-107.8654266,-18.13355654,-99.56448122,-23.45734411,164.5808525,
5174724862,-4.281621781,84.699099,-36.26494134,-103.3529706,-18.10446552,-100.9355795,-23.2281399,166.7796889,
5177725862,-4.338028004,84.32717954,-35.89019794,-99.48625699,-17.97399144,-102.5999299,-23.00127901,169.078102,
5180726863,-4.402675655,83.91397373,-36.41935549,-97.10764679,-18.05183432,-103.8902908,-22.8858551,170.5414971,
5183727863,-4.47480951,83.56579239,-36.29284973,-93.98102537,-17.95145013,-104.8996272,-22.93191428,172.8551901,
5186728864,-4.492939549,83.05059219,-36.34218632,-90.17215318,-17.92508784,-106.9132478,-22.89419635,174.9106477,
5189729864,-4.538346012,82.6401947,-36.1812551,-90.75149681,-17.91422974,-108.3754016,-22.8627524,177.1598576,
5192730865,-4.633073797,81.99711402,-35.70193296,-87.79934406,-17.92795857,-109.6587004,-22.89685437,178.0355303,
5195731865,-4.637050294,81.48938216,-35.76329893,-82.4844589,-17.88287254,-110.6050757,-23.07394462,-179.9325839,
5198732866,-4.684395677,80.87539302,-35.38273827,-84.11267124,-17.91648975,-111.8474009,-23.1957494,-178.4952317,
5201733866,-4.724019846,80.35498048,-36.05306606,-84.631361,-17.97487757,-113.369572,-23.15243696,-176.9247997,
5204734867,-4.748062986,79.75558552,-35.39951751,-84.111748,-18.00622141,-114.3721575,-23.41334808,-175.2118757,
5207735867,-4.766910715,79.54574897,-35.62665458,-85.86048207,-17.96288928,-115.3928358,-23.45067425,-174.093269,
5210736868,-4.765664836,78.90583013,-35.31249416,-87.24748626,-18.01188162,-116.65296,-23.72934903,-173.4407748,
5213737868,-4.792116079,78.4572601,-35.72230558,-86.31858365,-18.06218444,-117.3216815,-24.03443388,-171.3101588,
5216738869,-4.825321577,78.06293342,-36.0671555,-91.95013982,-18.09692868,-118.7643863,-24.10271743,-170.770458,
5219739869,-4.813917346,77.79143338,-35.81639679,-96.83943472,-18.19362098,-119.6831645,-24.69485134,-169.4893305,
5222740870,-4.83700735,77.38585719,-36.11731834,-104.9718047,-18.24392678,-120.5863449,-24.97782076,-169.4214935,
5225741870,-4.845070693,77.05130185,-35.50566327,-108.6381251,-18.20371904,-121.2933192,-25.29917299,-169.872103,
5228742871,-4.875589171,76.95360907,-36.0088694,-118.3891482,-18.25590344,-122.1148728,-25.8612844,-170.6199003,
5231743871,-4.891852529,76.15406138,-36.13167964,-122.134589,-18.27297394,-122.5505846,-26.07715005,-172.1755859,
5234744872,-4.910891665,75.76312339,-36.42097839,-126.8135539,-18.30262228,-123.698035,-26.47296515,-173.3812891,
5237745872,-4.92124764,75.43783859,-36.09769321,-133.7728839,-18.27393427,-124.5716217,-26.60671215,-175.726875,
5240746873,-4.937705155,75.43181635,-35.99109696,-139.2766843,-18.3144103,-124.9957293,-26.89870823,-178.0594415,
5243747873,-4.990847854,75.28042571,-35.92508401,-141.3059907,-18.28772694,-126.3571518,-26.88392518,176.8520437,
5246748874,-5.034940614,75.0983237,-35.77279675,-147.6516214,-18.26664132,-126.6105417,-27.00488954,174.8253452,
5249749874,-5.056604585,74.92990977,-35.61218358,-145.3745683,-18.20181153,-127.76981,-26.77319877,173.1066374,
5252750875,-5.110598668,74.68689692,-35.39312833,-147.3712104,-18.15671705,-128.5003751,-26.4218157,169.8345013,
5255751875,-5.161137922,74.4626384,-35.48006704,-148.8206806,-18.10108456,-129.6018471,-26.1621507,169.2674457,
5258752876,-5.193379824,74.29811805,-35.6937126,-149.3247394,-18.05284679,-130.5760545,-25.83661408,166.8123682,
5261753876,-5.257026072,74.06617883,-35.34788242,-143.7939944,-17.97775025,-131.9804411,-25.38639703,166.0944207,
5264754877,-5.319633978,73.90120163,-35.5428468,-143.3861207,-17.88758072,-133.0655439,-25.02685029,166.7790742,
5267755877,-5.349776358,73.55202756,-35.34209606,-144.9206074,-17.86767869,-134.1511827,-24.61866855,166.568523,
5270756878,-5.404586159,73.37695803,-35.18196766,-140.8542715,-17.71783147,-135.5021832,-24.2480773,166.8362275,
5273757878,-5.468249238,73.08249776,-35.06318049,-137.4629476,-17.70815473,-136.8878299,-23.96455825,168.4195179,
5276758879,-5.51177842,72.64349396,-35.27910494,-134.8994015,-17.63480569,-137.9219186,-23.7175267,169.5406735,
5279759879,-5.543674394,72.19472486,-35.40898046,-134.3730186,-17.56343329,-139.3412353,-23.44017311,171.3491046,
5282760880,-5.605035751,71.92025629,-35.67943728,-129.4873695,-17.56634579,-140.7418518,-23.35994227,172.8900129,
5285761880,-5.644695451,71.430453,-35.41969626,-125.7399745,-17.4529819,-142.0138598,-23.14713013,174.4156552,
5288762881,-5.654683917,71.07176893,-35.51964525,-127.3956362,-17.46894903,-143.7517203,-23.09224262,175.8360775,
5291763881,-5.722154683,70.65052856,-35.15779185,-122.7211262,-17.45265016,-144.9931634,-22.90864815,177.211869,
5294764882,-5.722350457,70.43942837,-35.55960547,-126.7136165,-17.54105419,-146.193764,-23.07666826,179.1553812,
5297765882,-5.702385946,69.91012129,-35.01066636,-120.337564,-17.51571753,-147.6525304,-22.98590386,-178.5113487,
5300766883,-5.75865642,69.88648228,-35.17341741,-120.3097367,-17.57350381,-148.7334355,-23.00480065,-177.0673762,
5303767883,-5.743001953,69.50442281,-35.11388598,-125.6430407,-17.56039344,-149.8448733,-23.06655346,-175.5822593,
5306768884,-5.777835285,69.33855332,-35.35831148,-123.4035942,-17.69646211,-151.2313675,-23.16148716,-173.6048529,
5309769884,-5.821202492,69.23269275,-34.76938138,-127.9940375,-17.74896714,-152.5525139,-23.22937175,-172.3038181,
5312770885,-5.790793404,69.24913654,-35.59319931,-129.3876926,-17.76078723,-153.7535766,-23.38506517,-171.1906749,
5315771885,-5.85289364,68.98129708,-35.36196438,-131.4512739,-17.928607,-154.9992998,-23.66965455,-169.7281586,
5318772886,-5.816435062,69.02963039,-35.76045575,-133.2527805,-17.96017016,-156.3893231,-24.00448195,-167.0324918,
5321773886,-5.89289612,68.64021665,-35.45679658,-141.6518368,-18.0207003,-156.9751888,-24.06531004,-166.3111322,
5324774887,-5.953061952,68.93019714,-35.87874673,-148.0315236,-18.06618926,-158.4084287,-24.52235895,-165.4379278,
5327775887,-5.971341506,68.78804053,-35.96902871,-154.6293519,-18.12493837,-159.3085185,-24.70475741,-165.2221431,
5330776888,-6.077491781,68.07566308,-36.28438462,-162.5124962,-18.14619412,-160.7158894,-24.95242187,-164.6301608,
5333777888,-6.060080695,68.0169134,-35.69226019,-166.1112133,-18.19810171,-161.380322,-25.23548718,-164.7906628,
5336778889,-6.06798691,67.68488787,-35.40068777,-175.0321079,-18.16450058,-162.7907576,-25.65681839,-165.8268186,
5339779889,-6.098625497,67.589695,-35.49804073,-176.94934,-18.15304308,-163.9566773,-25.9037387,-166.4235966,
5342780890,-6.14615171,67.35689393,-34.44251973,179.9957519,-18.15655613,-164.6367458,-26.21709366,-167.5798729,
5345781890,-6.149983772,67.16156424,-34.8911371,177.1762988,-18.07790101,-165.4737345,-26.43579238,-169.3216122,
5348782891,-6.163410993,67.0612717,-34.76351856,175.2551678,-18.0129449,-166.2528698,-26.67252074,-170.9672405,
5351783891,-6.203635181,66.8950099,-34.44800592,174.4427972,-17.91285051,-166.999876,-26.54755908,-173.7530154,
5354784892,-6.203459774,67.07188442,-34.45884283,174.0135107,-17.84635148,-167.5507294,-26.78937854,-176.3334504,
5357785892,-6.2524023,67.09132056,-34.99904495,173.1761495,-17.74568421,-167.9153289,-26.46750093,-178.0971563,
5360786893,-6.230523398,67.18228913,-34.51160794,178.5904416,-17.67861957,-168.8199797,-26.56400709,-179.9619577,
5363787893,-6.294838108,67.20639788,-34.62083194,176.4418749,-17.61937608,-168.8200175,-26.26951308,176.656097,
5366788894,-6.347144006,66.63475638,-34.74758731,-177.8517015,-17.60734427,-170.0123862,-26.27042143,176.4238824,
5369789894,-6.34723001,67.31764718,-34.87229966,-179.3718899,-17.53555173,-170.0365767,-25.78222724,173.7513019,
5372790895,-6.39902311,67.27001583,-34.79647211,-176.6927777,-17.50057855,-170.9625987,-25.73885861,172.9392033,
5375791895,-6.405927077,67.24376085,-34.79865781,-171.3670077,-17.40606797,-171.9101254,-25.30551225,172.5913912,
5378792896,-6.473601976,67.20364993,-35.08215983,-171.3053242,-17.4526221,-172.2762096,-25.0908902,173.0289974,
5381793896,-6.536248547,67.3400304,-36.57778704,-172.0516597,-17.49921815,-173.3963296,-24.5697793,173.6338657,
5384794897,-6.590301643,67.26593294,-36.87450705,-172.1406948,-17.54606872,-174.951631,-24.33963132,173.2658204,
5387795897,-6.626555821,66.98241334,-36.44324962,-172.6739457,-17.56950737,-176.5762047,-23.94334202,174.9619867,
5390796898,-6.700670279,66.50951573,-36.48592764,-170.0987285,-17.60897205,-178.0572706,-23.80462974,175.4433002,
5393797898,-6.730181901,66.06915895,-36.11751104,-168.3803687,-17.6502999,-179.8389472,-23.49731812,176.9056092,
5396798899,-6.773859159,66.14081981,-35.84339509,-169.827418,-17.73645345,178.635703,-23.50171208,177.5023574,
5399799899,-6.789497057,65.54651245,-35.66494964,-165.9809717,-17.80966834,176.9122012,-23.27782744,178.9101909,
5402800900,-6.817965207,65.20197773,-35.54860802,-170.5559672,-17.86916511,175.112954,-23.33067647,-179.9185664,
5405801900,-6.810995577,65.11213248,-34.89306088,-169.462376,-17.89276816,172.7985154,-23.14309988,-178.6821048,
5408802901,-6.819392204,64.27795087,-34.7368711,-173.3723893,-17.91414207,171.0535377,-23.17067246,-177.2225462,
5411803901,-6.764211505,64.03442931,-34.56265527,-173.2965232,-17.95644944,169.371239,-23.20063706,-176.4532008,
5414804902,-6.752226199,63.60516279,-34.11280043,-176.7831797,-17.98347784,167.8754519,-23.14692861,-174.8415505,
5417805902,-6.701555425,63.36844838,-34.01898453,-179.269295,-17.91996778,166.2836693,-23.14722148,-173.2428943,
5420806903,-6.669192771,63.11614026,-34.11503695,179.2415202,-17.92636582,164.6275373,-23.36803931,-171.7307177,
5423807903,-6.667201521,63.28002537,-33.94418112,175.6791912,-18.01662625,163.4872158,-23.41581563,-170.3591717,
5426808904,-6.642425684,62.85471286,-33.87411315,172.5198122,-17.94749135,162.8671107,-23.46384038,-169.6157025,
5429809904,-6.598525847,62.75129633,-34.03962654,170.4959423,-17.91672449,161.7798287,-23.74241462,-168.6773063,
5432810905,-6.580482475,62.55573834,-33.67091141,168.0207127,-17.92256463,161.0974294,-23.89982858,-167.8124456,
5435811905,-6.538392312,62.34806302,-33.84691621,165.4801882,-17.95634824,160.6341748,-24.29518809,-167.180134,
5438812906,-6.459546665,62.38391867,-33.82812431,160.3873825,-17.93050314,160.431849,-24.51429072,-167.0406728,
5441813906,-6.405982491,62.5619929,-33.77848287,159.797333,-17.95876958,160.0484414,-24.76460799,-166.981525,
5444814907,-6.402051747,62.74892135,-34.15683867,156.6702713,-18.0134713,159.6772333,-24.85506465,-168.4362024,
5447815907,-6.384179308,62.91338173,-34.25637731,154.4264857,-18.00097516,159.6292535,-25.15891378,-169.1149905,
5450816908,-6.379707292,63.20260288,-34.40891377,155.0523915,-18.09108645,158.5185845,-25.42038491,-169.9861383,
5453817908,-6.378773933,63.36550778,-34.55450386,153.2523656,-18.14112357,158.1481512,-25.40292234,-172.4611638,
5456818909,-6.395990065,63.67628832,-34.82635763,154.4260194,-18.12679327,157.8411844,-25.66318396,-176.6952593,
5459819909,-6.43274166,63.99917601,-35.22260167,152.0823303,-18.19565873,156.9261622,-25.76866308,-177.3924889,
5462820910,-6.471613209,64.08505527,-35.45645538,152.3873274,-18.21853752,156.2271762,-25.83224694,-178.8276263,
5465821910,-6.494104935,64.16226294,-35.72005488,152.5447642,-18.21354396,155.0128002,-25.39503338,178.8992771,
5468822911,-6.546476635,64.28018922,-35.84822941,152.9028678,-18.25741255,154.0463996,-25.23915752,177.180902,
5471823911,-6.618593853,64.13945068,-35.84499103,150.8265327,-18.25096754,152.8525483,-25.03433904,175.5997462,
5474824912,-6.691637395,63.99237777,-35.99668964,153.2405295,-18.26882399,150.8911521,-24.5220039,174.8264902,
5477825912,-6.69764466,63.79784914,-36.3644706,152.5889838,-18.23044055,149.068675,-24.28255603,173.3159185,
5480826913,-6.749316447,63.48168267,-36.72006937,155.935406,-18.10439829,147.8688676,-23.87559372,175.0703647,
5483827913,-6.852494687,62.88493953,-36.34704152,153.5460312,-18.14437213,146.1020138,-23.52714457,174.0902843,
5486828914,-6.812940632,62.7129229,-36.06905902,155.1516823,-18.03635836,144.6018586,-23.40499226,174.8697909,
